datacompleteness,side,teamname,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,firstblood,team kpm,ckpm,elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,damagetochampions,dpm,damagetakenperminute,totalgold,earnedgold,earned gpm,goldspent,gspd
complete,Blue,T1,1746,1,15,7,28,15,7,1.0,0.5155,0.756,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,11.0,1.0,81957.0,2816.3918,2885.8763,57238,38051.0,1307.5945,51135.0,0.170531
complete,Blue,T1,1399,1,16,8,36,16,8,0.0,0.6862,1.0293,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,10.0,0.0,60104.0,2577.7269,2789.8499,48714,33066.0,1418.1272,42435.0,0.262144
complete,Red,T1,1694,1,24,8,58,24,8,0.0,0.8501,1.1334,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,9.0,1.0,87403.0,3095.7379,3049.0909,59511,40854.0,1447.013,53858.0,0.179758
complete,Blue,T1,2289,1,15,10,39,15,10,0.0,0.3932,0.6553,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,11.0,1.0,82048.0,2150.6684,2094.1022,76073,51347.0,1345.924,71445.0,0.166724
complete,Red,T1,2519,1,13,14,35,13,14,0.0,0.3096,0.6431,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,7.0,7.0,102803.0,2448.6622,2585.8118,79588,52516.0,1250.8773,74450.0,-0.028141
complete,Red,T1,1592,1,27,11,57,27,11,0.0,1.0176,1.3945,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,9.0,1.0,78927.0,2974.6357,3030.7538,55638,38022.0,1432.9899,49530.0,0.175231
complete,Blue,T1,2392,0,14,20,39,14,20,1.0,0.3512,0.8528,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,8.0,89988.0,2257.2241,2986.9565,68865,43089.0,1080.8278,65800.0,0.0494452
complete,Blue,T1,2039,1,17,12,32,17,12,0.0,0.5002,0.8239,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,10.0,3.0,86270.0,2538.5974,2404.2962,67239,45063.0,1326.0324,62000.0,0.0753138
complete,Red,T1,1854,1,23,18,51,23,18,0.0,0.7443,1.3269,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,10.0,3.0,95733.0,3098.1553,3267.3786,67137,46848.0,1516.1165,58358.0,0.0606093
complete,Red,T1,1493,1,30,7,76,30,7,1.0,1.2056,1.4869,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,10.0,2.0,80905.0,3251.3731,3054.3336,53918,37311.0,1499.4374,49885.0,0.211337
complete,Red,DWG KIA,2568,1,10,6,29,10,6,0.0,0.2336,0.3738,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,10.0,4.0,69291.0,1618.9486,1959.3458,76622,49048.0,1145.9813,68554.0,0.0177184
complete,Red,DWG KIA,1450,1,17,11,37,17,11,1.0,0.7034,1.1586,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,9.0,2.0,53931.0,2231.6276,2304.7034,49166,32994.0,1365.269,46775.0,0.243405
complete,Blue,DWG KIA,2166,1,15,17,38,15,17,0.0,0.4155,0.8864,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,8.0,4.0,62635.0,1735.0416,2431.7175,68151,44678.0,1237.6177,60225.0,-0.025167
complete,Red,DWG KIA,2887,0,24,20,59,24,20,1.0,0.4988,0.9144,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,5.0,10.0,109380.0,2273.2248,3209.5947,83643,52816.0,1097.6654,81170.0,-0.00295239
complete,Blue,DWG KIA,2113,0,17,15,38,17,15,1.0,0.4827,0.9087,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,9.0,73106.0,2075.8921,2916.9427,59877,36950.0,1049.2191,58725.0,0.00213083
complete,Red,DWG KIA,2336,0,6,18,9,6,18,0.0,0.1541,0.6164,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,9.0,48118.0,1235.9075,2866.6438,62148,36943.0,948.8784,61025.0,-0.0369924
complete,Blue,DWG KIA,2340,1,13,13,28,13,13,0.0,0.3333,0.6667,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,8.0,3.0,74798.0,1917.8974,1971.5641,70724,45478.0,1166.1026,67230.0,0.0954696
complete,Red,DWG KIA,2348,0,4,11,10,4,11,0.0,0.1022,0.3833,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,10.0,36148.0,923.7138,2445.7411,57621,32293.0,825.2044,54300.0,-0.150545
complete,Blue,DWG KIA,1593,1,11,6,29,11,6,1.0,0.4143,0.6403,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,7.0,3.0,40071.0,1509.2655,2287.3823,48660,31031.0,1168.7759,43710.0,-0.0201563
complete,Red,DWG KIA,2122,1,6,7,13,6,7,1.0,0.1697,0.3676,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,9.0,2.0,46063.0,1302.4411,1922.573,64701,41674.0,1178.3412,59125.0,0.0194689
complete,Red,DWG KIA,1832,1,9,5,15,9,5,1.0,0.2948,0.4585,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,10.0,2.0,52487.0,1719.0066,1855.7424,61874,41807.0,1369.2249,55220.0,0.143114
complete,Red,DWG KIA,1573,1,14,6,33,14,6,1.0,0.534,0.7629,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,0.0,48454.0,1848.2136,2264.0178,53076,35651.0,1359.8601,47935.0,0.209368
complete,Blue,DWG KIA,3326,1,14,9,32,14,9,1.0,0.2526,0.4149,2.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,10.0,7.0,127138.0,2293.5298,2352.2309,100872,65565.0,1182.7721,98960.0,0.0636013
complete,Red,DWG KIA,1805,0,5,19,13,5,19,0.0,0.1662,0.7978,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,11.0,45021.0,1496.5429,2550.7812,48749,28964.0,962.7922,48725.0,-0.184443
complete,Blue,DWG KIA,2030,0,15,20,23,15,20,1.0,0.4433,1.0345,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,8.0,8.0,48923.0,1446.0,3314.4828,62876,40788.0,1205.5567,60830.0,0.0519481
complete,Blue,DWG KIA,2317,1,13,6,23,13,6,1.0,0.3366,0.492,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,11.0,4.0,57480.0,1488.4765,2123.3578,72711,47700.0,1235.218,65790.0,0.0824068
complete,Red,DWG KIA,1909,1,13,9,25,13,9,1.0,0.4086,0.6915,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,3.0,60842.0,1912.2682,2265.9193,60564,39714.0,1248.2137,52335.0,0.0345012
complete,Red,DWG KIA,1825,1,18,9,44,18,9,1.0,0.5918,0.8877,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,4.0,54277.0,1784.4493,2931.4521,60900,40906.0,1344.8548,56268.0,0.0667199
complete,Red,DWG KIA,2241,1,13,4,35,13,4,0.0,0.3481,0.4552,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,9.0,5.0,53213.0,1424.7122,2481.9545,67474,43239.0,1157.6707,60750.0,0.054395
complete,Blue,DWG KIA,2150,1,9,4,16,9,4,0.0,0.2512,0.3628,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,8.0,5.0,55196.0,1540.3535,1752.7535,63683,40371.0,1126.6326,59075.0,0.0495251
complete,Red,DWG KIA,2071,0,4,7,6,4,7,0.0,0.1159,0.3187,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,10.0,56157.0,1626.9532,2446.1806,52271,29773.0,862.5688,48910.0,-0.0893598
complete,Blue,DWG KIA,2806,0,9,11,22,9,11,0.0,0.1924,0.4277,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,5.0,8.0,73295.0,1567.2488,2190.0428,74250,44254.0,946.2723,77095.0,0.0215674
complete,Blue,DWG KIA,2099,0,2,8,4,2,8,0.0,0.0572,0.2859,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,9.0,40680.0,1162.8394,2078.8185,55057,32267.0,922.3535,53410.0,-0.096494
complete,Blue,DWG KIA,1790,1,9,9,21,9,9,0.0,0.3017,0.6034,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,50421.0,1690.0894,2183.2626,52492,32860.0,1101.4525,44800.0,-0.0405664
complete,Blue,DWG KIA,2381,1,14,7,44,14,7,1.0,0.3528,0.5292,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,9.0,7.0,64208.0,1618.0092,2336.5477,72730,47066.0,1186.0395,63775.0,-0.0633896
complete,Red,DWG KIA,1805,0,11,22,12,11,22,0.0,0.3657,1.097,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,9.0,42450.0,1411.0803,3036.1662,48760,28969.0,962.9584,46775.0,-0.159008
complete,Blue,DWG KIA,2776,0,12,12,27,12,12,0.0,0.2594,0.5187,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,5.0,9.0,88053.0,1903.1628,2597.2911,79673,49978.0,1080.2161,79938.0,0.0257598
complete,Red,DWG KIA,2091,1,13,3,37,13,3,1.0,0.373,0.4591,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,8.0,3.0,52588.0,1508.9813,2014.3185,66520,43812.0,1257.1593,61150.0,0.122159
complete,Red,DWG KIA,2103,1,12,6,31,12,6,1.0,0.3424,0.5136,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,8.0,4.0,55128.0,1572.8388,2169.0157,64488,41663.0,1188.6733,57564.0,0.0487414
complete,Blue,DWG KIA,1726,1,14,1,34,14,1,0.0,0.4867,0.5214,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,4.0,61819.0,2148.9803,2672.5724,55126,36147.0,1256.5585,49100.0,0.0693724
complete,Red,DWG KIA,1558,1,22,2,62,22,2,1.0,0.8472,0.9243,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,11.0,3.0,58270.0,2244.0308,2169.3582,53986,36713.0,1413.8511,44200.0,0.163353
complete,Blue,DWG KIA,2869,1,12,11,30,12,11,0.0,0.251,0.481,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,10.0,5.0,131793.0,2756.2147,2715.3085,83517,52878.0,1105.8487,80260.0,0.0551821
complete,Red,DWG KIA,2070,1,14,6,29,14,6,1.0,0.4058,0.5797,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,8.0,1.0,60456.0,1752.3478,2518.6667,62462,39974.0,1158.6667,56100.0,0.0518447
complete,Blue,DWG KIA,2498,0,7,18,14,7,18,1.0,0.1681,0.5765,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,4.0,10.0,58412.0,1403.0104,2890.9768,69531,42673.0,1024.972,68120.0,-0.0463182
complete,Blue,DWG KIA,2176,1,18,7,43,18,7,1.0,0.4963,0.6893,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,10.0,5.0,85291.0,2351.7739,2552.9228,66414,42841.0,1181.2776,58535.0,0.0353805
complete,Red,DWG KIA,2539,0,10,16,16,10,16,0.0,0.2363,0.6144,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,10.0,61045.0,1442.5758,2901.9772,64975,37699.0,890.8783,64600.0,-0.0442763
complete,Blue,DWG KIA,2503,1,21,8,45,21,8,0.0,0.5034,0.6952,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,11.0,4.0,97843.0,2345.4175,2289.7323,76069,49160.0,1178.4259,76890.0,0.177601
complete,Red,DWG KIA,2031,1,17,1,34,17,1,1.0,0.5022,0.5318,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,9.0,2.0,58494.0,1728.0355,2267.2969,67843,45749.0,1351.5214,59670.0,0.191937
complete,Red,DWG KIA,1537,1,18,4,35,18,4,1.0,0.7027,0.8588,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,8.0,1.0,60815.0,2374.0403,2336.2524,49286,32231.0,1258.2043,45025.0,0.13959
complete,Red,DWG KIA,1633,1,17,1,46,17,1,1.0,0.6246,0.6614,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,1.0,83555.0,3069.9939,2624.7887,54936,36901.0,1355.8236,49100.0,0.240858
complete,Red,DWG KIA,2393,0,9,18,16,9,18,1.0,0.2257,0.677,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,10.0,75392.0,1890.3134,2838.8299,63054,37267.0,934.4003,62360.0,-0.0433777
complete,Blue,DWG KIA,1644,0,3,10,7,3,10,0.0,0.1095,0.4745,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,9.0,32954.0,1202.7007,2155.2555,42419,24272.0,885.8394,39085.0,-0.0655778
complete,Blue,DWG KIA,2394,1,18,7,35,18,7,0.0,0.4511,0.6266,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,10.0,2.0,70480.0,1766.416,2243.208,75158,49361.0,1237.1178,68593.0,0.114816
complete,Red,DWG KIA,1955,1,24,8,61,24,8,0.0,0.7366,0.9821,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,10.0,1.0,85917.0,2636.8389,2373.0844,66972,45653.0,1401.1151,58910.0,0.15752
complete,Blue,DWG KIA,1615,1,22,5,44,22,5,0.0,0.8173,1.0031,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,11.0,2.0,55631.0,2066.7864,2545.6347,58296,40445.0,1502.6006,56395.0,0.257606
complete,Red,DWG KIA,2300,1,10,10,22,10,10,1.0,0.2609,0.5217,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,9.0,5.0,60132.0,1568.6609,2481.3391,72094,47256.0,1232.7652,64950.0,0.0295289
complete,Blue,DWG KIA,2247,0,8,19,12,8,19,1.0,0.2136,0.721,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,10.0,60491.0,1615.247,2769.5594,57891,33594.0,897.036,57375.0,-0.115918
complete,Red,DWG KIA,2120,1,16,8,43,16,8,1.0,0.4528,0.6509,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,8.0,2.0,62306.0,1763.3774,2688.5377,63028,40026.0,1132.8113,58508.0,0.0618106
complete,Red,DWG KIA,1983,0,9,19,19,9,19,0.0,0.2723,0.8472,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,11.0,49357.0,1493.4039,2909.6218,56357,34752.0,1051.4977,53875.0,-0.158167
complete,Blue,DWG KIA,2046,0,12,15,21,12,15,1.0,0.3519,0.7918,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,8.0,7.0,70947.0,2080.5572,2940.2346,60909,38662.0,1133.783,62120.0,0.141792
complete,Red,DWG KIA,2136,1,3,0,7,3,0,1.0,0.0843,0.0843,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,7.0,3.0,62913.0,1767.2191,1627.1348,60576,37411.0,1050.8708,54433.0,0.00428967
complete,Red,DWG KIA,2490,1,16,14,45,16,14,1.0,0.3855,0.7229,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,9.0,5.0,104397.0,2515.5904,3010.6024,77300,50524.0,1217.4458,75943.0,-0.0106354
complete,Blue,DWG KIA,1681,1,17,5,48,17,5,1.0,0.6068,0.7852,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,9.0,3.0,69120.0,2467.1029,2230.6008,58805,40281.0,1437.7513,51018.0,0.138156
complete,Red,DWG KIA,1645,1,11,3,45,11,3,0.0,0.4012,0.5106,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,48563.0,1771.2948,1976.4985,52616,34459.0,1256.8632,43275.0,0.0629737
complete,Red,DWG KIA,1801,0,9,10,25,9,10,0.0,0.2998,0.633,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,8.0,57441.0,1913.6369,2477.8901,50380,30632.0,1020.4997,49975.0,0.0152632
complete,Blue,DWG KIA,1959,1,10,8,26,10,8,0.0,0.3063,0.5513,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,10.0,3.0,63240.0,1936.9066,2911.1179,60842,39482.0,1209.2496,54875.0,0.0507694
complete,Red,DWG KIA,1772,0,4,18,7,4,18,0.0,0.1354,0.7449,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,11.0,42646.0,1443.9955,3004.0632,50127,30675.0,1038.6569,48893.0,-0.117708
complete,Blue,DWG KIA,1895,0,8,11,22,8,11,1.0,0.2533,0.6016,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,9.0,67057.0,2123.1768,2927.2084,52969,32262.0,1021.4881,51355.0,-0.0860896
complete,Blue,DWG KIA,1907,0,11,18,34,11,18,0.0,0.3461,0.9124,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,8.0,70470.0,2217.1998,2922.9156,53438,32609.0,1025.978,52035.0,-0.027296
complete,Red,DWG KIA,1694,1,19,6,46,19,6,0.0,0.673,0.8855,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,9.0,3.0,72866.0,2580.8501,2540.7202,58344,39687.0,1405.6789,51800.0,0.134432
complete,Blue,DWG KIA,2236,1,23,10,46,23,10,1.0,0.6172,0.8855,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,10.0,3.0,101969.0,2736.1986,3289.1324,72990,48805.0,1309.6154,64500.0,0.0655202
complete,Blue,DWG KIA,1857,1,9,3,24,9,3,0.0,0.2908,0.3877,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,2.0,60191.0,1944.7819,2278.5784,60805,40486.0,1308.1099,54883.0,0.200646
complete,Blue,DWG KIA,1590,1,19,6,49,19,6,1.0,0.717,0.9434,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,9.0,1.0,65845.0,2484.717,2555.2453,53444,35848.0,1352.7547,48250.0,0.205084
complete,Blue,DWG KIA,1893,0,5,20,11,5,20,0.0,0.1585,0.7924,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,10.0,53107.0,1683.2647,3009.3502,48913,28226.0,894.6434,46845.0,-0.136505
complete,Blue,DWG KIA,2423,1,15,7,28,15,7,1.0,0.3714,0.5448,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,10.0,3.0,104152.0,2579.0838,2992.1998,74747,48654.0,1204.804,68650.0,0.0593507
complete,Blue,DWG KIA,2143,0,6,15,14,6,15,0.0,0.168,0.588,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,11.0,64436.0,1804.0877,3115.8283,55524,32287.0,903.9757,52495.0,-0.165921
complete,Red,DWG KIA,2532,1,20,15,52,20,15,0.0,0.4739,0.8294,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,8.0,6.0,117308.0,2779.8104,2288.4123,79074,51870.0,1229.1469,74288.0,-0.0146321
complete,Red,DWG KIA,1678,1,20,6,45,20,6,1.0,0.7151,0.9297,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,11.0,2.0,79215.0,2832.4791,2897.2348,58938,40444.0,1446.1502,52183.0,0.173545
complete,Blue,DWG KIA,2042,1,13,1,32,13,1,1.0,0.382,0.4114,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,11.0,1.0,100941.0,2965.9452,2596.6895,68488,46282.0,1359.9021,61268.0,0.230949
complete,Red,DWG KIA,1611,1,11,4,21,11,4,1.0,0.4097,0.5587,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,9.0,5.0,37758.0,1406.257,2457.9143,50175,32365.0,1205.4004,45283.0,0.0542098
complete,Blue,DWG KIA,1793,1,11,1,32,11,1,0.0,0.3681,0.4016,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,10.0,0.0,62145.0,2079.5873,2254.7685,56129,36462.0,1220.145,48925.0,0.175653
complete,Red,DWG KIA,1737,1,16,6,38,16,6,0.0,0.5527,0.7599,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,10.0,2.0,63375.0,2189.1192,2610.5354,57957,38862.0,1342.3834,53063.0,0.144956
complete,Red,DWG KIA,1781,1,16,3,31,16,3,1.0,0.539,0.6401,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,9.0,3.0,63678.0,2145.2442,2103.4363,55248,35704.0,1202.8299,49158.0,0.131327
complete,Red,DWG KIA,2229,1,10,5,18,10,5,1.0,0.2692,0.4038,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,10.0,2.0,70652.0,1901.8035,2262.0188,68807,44693.0,1203.0417,65108.0,0.182672
complete,Red,DWG KIA,1613,0,5,14,10,5,14,0.0,0.186,0.7068,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,8.0,48928.0,1820.0124,2738.6485,42088,24257.0,902.3063,41443.0,-0.124772
complete,Blue,DWG KIA,1593,1,10,1,21,10,1,1.0,0.3766,0.4143,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,10.0,2.0,60558.0,2280.904,2810.3955,54372,36745.0,1383.9925,46458.0,0.192294
complete,Red,DWG KIA,1896,0,13,22,33,13,22,0.0,0.4114,1.1076,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,8.0,78880.0,2496.2025,3447.1203,55941,35224.0,1114.6835,54583.0,-0.038805
complete,Blue,DWG KIA,2380,0,12,9,19,12,9,1.0,0.3025,0.5294,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,8.0,83821.0,2113.1345,2764.0588,67734,42080.0,1060.8403,65800.0,0.042289
complete,Blue,DWG KIA,1333,1,18,2,47,18,2,1.0,0.8102,0.9002,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,2.0,50501.0,2273.1133,2545.8815,43126,28151.0,1267.1118,39175.0,0.150257
complete,Red,DWG KIA,1898,1,13,0,38,13,0,1.0,0.411,0.411,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,3.0,57011.0,1802.2445,2232.392,59161,38423.0,1214.6365,53560.0,0.0592476
complete,Blue,DWG KIA,2787,0,19,17,52,19,17,1.0,0.409,0.775,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,8.0,11.0,127413.0,2743.014,3084.9731,80122,50317.0,1083.2508,73425.0,-0.0780682
complete,Blue,DWG KIA,2780,0,9,18,29,9,18,0.0,0.1942,0.5827,1.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,7.0,8.0,102246.0,2206.7482,3704.7194,76193,46459.0,1002.7122,77250.0,0.135453
complete,Red,DWG KIA,1797,0,3,13,7,3,13,1.0,0.1002,0.5342,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,10.0,38605.0,1288.9816,2826.4441,45730,26023.0,868.8815,44375.0,-0.110194
complete,Blue,DWG KIA,1829,0,8,22,22,8,22,0.0,0.2624,0.9841,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,9.0,62176.0,2039.672,3671.0552,50745,30711.0,1007.4686,50735.0,-0.0379949
complete,Blue,DWG KIA,1656,0,4,9,5,4,9,0.0,0.1449,0.471,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,10.0,31076.0,1125.942,2932.3913,45428,27159.0,984.0217,43560.0,-0.113673
complete,Blue,DWG KIA,2399,1,33,19,77,33,19,1.0,0.8253,1.3005,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,9.0,6.0,127176.0,3180.7253,3419.7749,81808,55960.0,1399.5832,79325.0,0.0543865
complete,Red,DWG KIA,2399,0,7,12,12,7,12,0.0,0.1751,0.4752,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,10.0,71534.0,1789.0955,2545.0104,61285,35437.0,886.2943,61218.0,-0.113118
complete,Red,DWG KIA,2499,1,14,3,46,14,3,1.0,0.3361,0.4082,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,11.0,3.0,99661.0,2392.8211,2426.9868,74316,47448.0,1139.2077,64160.0,0.0570696
complete,Red,DWG KIA,2449,1,19,15,51,19,15,0.0,0.4655,0.833,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,9.0,10.0,120802.0,2959.6243,3682.2213,77264,50906.0,1247.1866,73210.0,0.0434024
complete,Red,DWG KIA,1885,0,5,17,9,5,17,1.0,0.1592,0.7003,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,9.0,55237.0,1758.2069,2690.2281,48424,27819.0,885.4854,47650.0,-0.138308
complete,Blue,DWG KIA,1874,0,7,21,17,7,21,0.0,0.2241,0.8965,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,10.0,72107.0,2308.6553,3425.5069,49172,28679.0,918.2177,49425.0,-0.159818
complete,Blue,DWG KIA,2572,1,12,4,25,12,4,1.0,0.2799,0.3733,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,4.0,93592.0,2183.3281,2914.8289,76570,48958.0,1142.0995,74905.0,0.155772
complete,Red,DWG KIA,2403,1,19,12,54,19,12,1.0,0.4744,0.774,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,7.0,5.0,102360.0,2555.8052,2434.4569,73555,47666.0,1190.1623,68300.0,0.0587792
complete,Red,DWG KIA,1842,0,4,15,9,4,15,1.0,0.1303,0.5863,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,9.0,49447.0,1610.6515,2429.8046,44408,24242.0,789.6417,42835.0,-0.236517
complete,Blue,DWG KIA,2422,0,14,15,39,14,15,0.0,0.3468,0.7184,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,9.0,7.0,94687.0,2345.673,2806.6226,71251,45169.0,1118.9678,67810.0,0.0416243
complete,Blue,DWG KIA,2516,1,16,8,41,16,8,1.0,0.3816,0.5723,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,4.0,90799.0,2165.318,2479.1494,73295,46254.0,1103.0366,70075.0,0.0117706
complete,Red,DWG KIA,1504,0,7,18,19,7,18,0.0,0.2793,0.9973,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,48979.0,1953.9495,3293.7766,39754,23035.0,918.9495,37895.0,-0.140693
complete,Blue,DWG KIA,1534,0,10,16,19,10,16,0.0,0.3911,1.0169,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,7.0,49801.0,1947.8879,2865.6063,42982,25957.0,1015.2673,40950.0,-0.0929761
