datacompleteness,side,teamname,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,firstblood,team kpm,ckpm,elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,damagetochampions,dpm,damagetakenperminute,totalgold,earnedgold,earned gpm,goldspent,gspd
complete,Blue,100 Thieves,1830,1,18,3,54,18,3,0.0,0.5902,0.6885,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,11.0,2.0,65290.0,2140.6557,1934.8852,60124,40080.0,1314.0984,51925.0,0.0771454
complete,Red,100 Thieves,1904,1,9,5,20,9,5,0.0,0.2836,0.4412,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,8.0,6.0,39731.0,1252.0273,1749.9265,56327,35528.0,1119.5798,47800.0,-0.108335
complete,Blue,100 Thieves,2048,1,12,9,37,12,9,0.0,0.3516,0.6152,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,7.0,5.0,59168.0,1733.4375,2925.5566,60308,38040.0,1114.4531,54433.0,-0.0636233
complete,Red,100 Thieves,1832,0,4,13,10,4,13,1.0,0.131,0.5568,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,8.0,36082.0,1181.7249,2340.1965,48849,28785.0,942.7402,46850.0,-0.147764
complete,Red,100 Thieves,1408,0,2,13,4,2,13,1.0,0.0852,0.6392,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,35996.0,1533.9205,2567.4716,35330,19590.0,834.8011,33825.0,-0.24843
complete,Blue,100 Thieves,1472,0,8,17,11,8,17,1.0,0.3261,1.019,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,10.0,36194.0,1475.2989,2608.7364,37909,21517.0,877.0516,35808.0,-0.218308
complete,Blue,100 Thieves,2111,1,17,8,39,17,8,0.0,0.4832,0.7106,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,9.0,4.0,60150.0,1709.6163,2542.1127,65783,42873.0,1218.5599,57633.0,0.00361557
complete,Red,100 Thieves,1861,0,10,17,25,10,17,1.0,0.3224,0.8705,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,10.0,57951.0,1868.3826,2687.7163,50822,30462.0,982.1171,48858.0,-0.120991
complete,Blue,100 Thieves,2235,1,14,4,31,14,4,1.0,0.3758,0.4832,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,72163.0,1937.2617,2836.3221,72346,48171.0,1293.1812,66850.0,0.159848
complete,Blue,100 Thieves,2349,1,28,12,55,28,12,0.0,0.7152,1.0217,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,9.0,7.0,122537.0,3129.9361,3137.9821,76872,51534.0,1316.3218,68250.0,0.028488
complete,Red,100 Thieves,1981,0,3,14,3,3,14,0.0,0.0909,0.5149,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,10.0,52542.0,1591.3781,3259.3539,51859,30275.0,916.9611,49300.0,-0.203729
complete,Blue,100 Thieves,1951,1,10,2,29,10,2,0.0,0.3075,0.369,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,7.0,2.0,54995.0,1691.2865,2217.509,59328,38050.0,1170.1691,52825.0,-0.00816342
complete,Red,100 Thieves,1856,1,15,3,45,15,3,1.0,0.4849,0.5819,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,9.0,2.0,64427.0,2082.7694,2459.1272,59909,39600.0,1280.1724,51975.0,0.106917
complete,Blue,100 Thieves,1619,0,1,13,3,1,13,0.0,0.0371,0.5188,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,7.0,31340.0,1161.4577,2237.6405,42770,24878.0,921.9765,41675.0,-0.019249
complete,Red,100 Thieves,1704,1,20,7,50,20,7,1.0,0.7042,0.9507,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,10.0,2.0,60323.0,2124.0493,2779.0493,57171,38412.0,1352.5352,49158.0,0.152559
complete,Red,100 Thieves,1625,1,11,2,30,11,2,1.0,0.4062,0.48,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,8.0,3.0,43685.0,1612.9846,2273.9077,51483,33530.0,1238.0308,44118.0,0.101658
complete,Blue,100 Thieves,1953,1,17,7,37,17,7,1.0,0.5223,0.7373,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,2.0,80252.0,2465.4992,2627.3733,64374,43075.0,1323.3487,57218.0,0.102714
complete,Blue,100 Thieves,2178,1,13,2,27,13,2,1.0,0.3581,0.4132,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,9.0,2.0,62684.0,1726.832,2457.6584,66752,43158.0,1188.9256,60655.0,0.0541346
complete,Blue,100 Thieves,1937,1,7,6,18,7,6,0.0,0.2168,0.4027,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,3.0,54266.0,1680.9293,1888.8694,56699,35564.0,1101.6211,50993.0,0.027192
complete,Red,100 Thieves,1883,1,24,13,62,24,13,1.0,0.7647,1.179,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,11.0,3.0,97196.0,3097.0579,3112.3526,64890,44305.0,1411.7366,56075.0,0.107093
complete,Red,100 Thieves,2328,1,23,8,60,23,8,1.0,0.5928,0.799,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,8.0,5.0,110974.0,2860.1546,2850.9794,73518,48394.0,1247.268,67660.0,0.038182
complete,Red,100 Thieves,2391,0,2,9,5,2,9,0.0,0.0502,0.276,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,4.0,9.0,49560.0,1243.6637,2703.212,65786,40020.0,1004.266,63318.0,-0.0323498
complete,Blue,100 Thieves,1707,1,12,7,34,12,7,0.0,0.4218,0.6678,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,8.0,3.0,57222.0,2011.3181,2671.283,53305,34516.0,1213.2162,45814.0,0.024615
complete,Red,100 Thieves,2370,1,22,12,60,22,12,0.0,0.557,0.8608,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,9.0,4.0,102396.0,2592.3038,3056.0253,75594,50042.0,1266.8861,71600.0,0.117169
complete,Blue,100 Thieves,1830,1,13,0,41,13,0,1.0,0.4262,0.4262,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,11.0,2.0,59713.0,1957.8033,2173.3115,60654,40610.0,1331.4754,50285.0,0.168976
complete,Red,100 Thieves,1512,1,16,7,51,16,7,0.0,0.6349,0.9127,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,2.0,52112.0,2067.9365,3040.8333,47479,30679.0,1217.4206,39875.0,0.0363869
complete,Blue,100 Thieves,1975,0,9,21,27,9,21,0.0,0.2734,0.9114,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,9.0,54775.0,1664.0506,2780.5671,52205,30682.0,932.1114,50665.0,-0.0825054
complete,Blue,100 Thieves,1696,0,8,24,22,8,24,1.0,0.283,1.1321,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,9.0,73401.0,2596.7335,3428.9858,44190,25513.0,902.5825,43010.0,-0.107058
complete,Blue,100 Thieves,1899,1,15,6,51,15,6,0.0,0.4739,0.6635,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,72879.0,2302.654,3007.1722,54784,34036.0,1075.387,45075.0,-0.0900424
complete,Blue,100 Thieves,2635,0,11,11,23,11,11,1.0,0.2505,0.5009,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,6.0,8.0,81090.0,1846.4516,2243.3624,77851,49596.0,1129.3207,72375.0,-0.0147437
complete,Blue,100 Thieves,2195,1,18,10,57,18,10,0.0,0.492,0.7654,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,7.0,3.0,81163.0,2218.5786,2577.8405,68077,44310.0,1211.2073,65175.0,0.144973
complete,Red,100 Thieves,1871,0,3,8,8,3,8,0.0,0.0962,0.3528,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,9.0,42290.0,1356.1732,2469.6526,46133,25671.0,823.2282,43825.0,-0.181686
complete,Blue,100 Thieves,2604,0,13,23,37,13,23,0.0,0.2995,0.8295,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,7.0,108988.0,2511.2442,3341.9585,72936,44997.0,1036.7972,69765.0,-0.0259612
complete,Blue,100 Thieves,2168,0,4,22,5,4,22,1.0,0.1107,0.7196,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,11.0,79403.0,2197.5,3833.7177,56908,33416.0,924.797,54075.0,-0.135666
complete,Blue,100 Thieves,1773,1,11,7,28,11,7,1.0,0.3723,0.6091,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,7.0,1.0,66541.0,2251.8105,2464.467,53388,33925.0,1148.0541,48460.0,0.0529549
complete,Red,100 Thieves,1834,0,1,16,2,1,16,0.0,0.0327,0.5562,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,10.0,39154.0,1280.9378,2746.1941,44420,24335.0,796.1287,42840.0,-0.304458
complete,Blue,100 Thieves,2002,1,16,5,42,16,5,0.0,0.4795,0.6294,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,10.0,1.0,60563.0,1815.0749,2171.958,68465,46667.0,1398.6114,59600.0,0.157954
complete,Red,100 Thieves,1827,1,15,3,51,15,3,1.0,0.4926,0.5911,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,8.0,4.0,64192.0,2108.1117,3002.0033,58774,38761.0,1272.9392,54260.0,0.130914
complete,Red,100 Thieves,1661,0,3,13,7,3,13,0.0,0.1084,0.578,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,8.0,37599.0,1358.1818,2355.4967,43013,24693.0,891.9807,42525.0,-0.0456138
complete,Blue,100 Thieves,1493,0,6,22,14,6,22,1.0,0.2411,1.1253,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,8.0,54893.0,2206.0147,3724.5412,38560,21953.0,882.2371,36985.0,-0.206462
complete,Blue,100 Thieves,1800,0,11,23,27,11,23,0.0,0.3667,1.1333,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,10.0,70834.0,2361.1333,3358.7333,46204,26466.0,882.2,45875.0,-0.160678
complete,Red,100 Thieves,1911,0,9,16,19,9,16,0.0,0.2826,0.7849,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,10.0,50556.0,1587.3155,2709.3878,52659,31789.0,998.0848,51800.0,-0.107417
complete,Blue,100 Thieves,1769,0,8,17,19,8,17,0.0,0.2713,0.8479,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,9.0,50803.0,1723.1091,2827.4279,45667,26245.0,890.1639,43440.0,-0.197978
complete,Blue,100 Thieves,1616,0,4,17,7,4,17,0.0,0.1485,0.7797,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,8.0,24509.0,909.9876,2166.8317,42890,25029.0,929.2946,41150.0,-0.185726
complete,Blue,100 Thieves,1899,1,20,4,47,20,4,1.0,0.6319,0.7583,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,10.0,3.0,63361.0,2001.9273,2689.0679,61615,40867.0,1291.2164,55125.0,0.0805224
complete,Red,100 Thieves,2360,0,10,16,28,10,16,1.0,0.2542,0.661,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,8.0,82394.0,2094.7627,3137.6186,70174,44724.0,1137.0508,67575.0,0.0514572
complete,Red,100 Thieves,1511,0,2,13,3,2,13,0.0,0.0794,0.5956,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,10.0,36103.0,1433.6069,2882.7002,36016,19226.0,763.4414,33885.0,-0.364722
complete,Blue,CTBC Flying Oyster,1446,1,23,4,44,23,4,1.0,0.9544,1.1203,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,9.0,0.0,59530.0,2470.1245,2620.3734,50548,34422.0,1428.2988,49760.0,0.424804
complete,Red,CTBC Flying Oyster,1401,1,18,2,54,18,2,1.0,0.7709,0.8565,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,11.0,0.0,66554.0,2850.2784,2468.4368,49280,33610.0,1439.4004,42510.0,0.266142
complete,Blue,CTBC Flying Oyster,1523,1,23,6,46,23,6,1.0,0.9061,1.1425,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,10.0,1.0,57733.0,2274.4452,2579.5272,53967,37057.0,1459.8949,47540.0,0.180359
complete,Red,CTBC Flying Oyster,1906,1,12,9,25,12,9,0.0,0.3778,0.6611,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,10.0,4.0,49834.0,1568.7513,1765.6558,62743,41926.0,1319.8111,58385.0,0.0924648
complete,Blue,CTBC Flying Oyster,1694,1,13,3,32,13,3,0.0,0.4604,0.5667,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,3.0,61943.0,2193.9669,2175.3011,53072,34412.0,1218.843,45775.0,0.0985673
complete,Blue,CTBC Flying Oyster,1758,1,14,8,32,14,8,0.0,0.4778,0.7509,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,8.0,4.0,54097.0,1846.314,2273.4812,53785,34473.0,1176.5529,49008.0,0.0992258
complete,Blue,CTBC Flying Oyster,1363,1,19,1,32,19,1,1.0,0.8364,0.8804,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,11.0,0.0,41756.0,1838.1218,2025.2091,50538,35253.0,1551.8562,47000.0,0.486772
complete,Red,CTBC Flying Oyster,1742,0,4,21,10,4,21,0.0,0.1378,0.8611,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,11.0,37480.0,1290.93,2378.5763,45909,26763.0,921.8025,44975.0,-0.205665
complete,Blue,CTBC Flying Oyster,1595,1,17,10,31,17,10,1.0,0.6395,1.0157,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,9.0,4.0,52056.0,1958.2194,2782.5329,53539,35895.0,1350.2821,51804.0,0.178607
complete,Red,CTBC Flying Oyster,1765,0,3,16,9,3,16,0.0,0.102,0.6459,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,11.0,45850.0,1558.6402,2376.272,44588,25207.0,856.8952,42535.0,-0.0836853
complete,Red,CTBC Flying Oyster,1568,0,6,18,10,6,18,0.0,0.2296,0.9184,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,7.0,28281.0,1082.1811,2688.7883,41333,23961.0,916.875,40025.0,-0.0588057
complete,Red,CTBC Flying Oyster,1753,0,5,15,12,5,15,0.0,0.1711,0.6845,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,7.0,49449.0,1692.4929,2487.0394,47829,28572.0,977.935,47475.0,0.0239808
complete,Blue,CTBC Flying Oyster,1309,1,19,2,39,19,2,1.0,0.8709,0.9626,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,49055.0,2248.5103,2376.2108,47729,32999.0,1512.5592,42525.0,0.387871
complete,Blue,CTBC Flying Oyster,1869,0,9,12,25,9,12,0.0,0.2889,0.6742,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,6.0,59916.0,1923.4671,2741.0273,53196,32754.0,1051.4928,51168.0,0.0884259
complete,Blue,CTBC Flying Oyster,2396,1,16,10,32,16,10,1.0,0.4007,0.6511,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,10.0,6.0,78618.0,1968.7312,2826.4107,76678,50861.0,1273.6477,72010.0,0.0704725
complete,Blue,CTBC Flying Oyster,1990,1,24,9,61,24,9,1.0,0.7236,0.995,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,9.0,1.0,80611.0,2430.4824,2674.0704,67614,45938.0,1385.0653,62050.0,0.17338
complete,Blue,CTBC Flying Oyster,1542,1,17,12,25,17,12,0.0,0.6615,1.0895,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,2.0,71834.0,2795.0973,2718.716,52726,35620.0,1385.9922,46925.0,0.200211
complete,Red,CTBC Flying Oyster,1722,1,10,6,18,10,6,1.0,0.3484,0.5575,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,3.0,47866.0,1667.8049,1670.9756,54313,35371.0,1232.439,49575.0,0.11081
complete,Blue,CTBC Flying Oyster,2109,1,16,7,42,16,7,1.0,0.4552,0.6543,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,8.0,5.0,72558.0,2064.239,2198.2077,66558,43668.0,1242.3329,61358.0,0.0911322
complete,Blue,CTBC Flying Oyster,1592,1,11,3,23,11,3,1.0,0.4146,0.5276,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,11.0,2.0,43529.0,1640.5402,2171.9095,53512,35896.0,1352.8643,47635.0,0.182589
complete,Red,CTBC Flying Oyster,1361,1,24,9,51,24,9,1.0,1.058,1.4548,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,1.0,56552.0,2493.108,2767.1418,50387,35127.0,1548.5819,44075.0,0.24586
complete,Red,CTBC Flying Oyster,1557,1,16,12,42,16,12,0.0,0.6166,1.079,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,10.0,2.0,57376.0,2211.0212,2571.9075,52645,35386.0,1363.6224,48490.0,0.0953924
complete,Red,CTBC Flying Oyster,2129,1,17,4,41,17,4,0.0,0.4791,0.5918,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,9.0,2.0,68296.0,1924.7346,2277.9145,65078,41984.0,1183.2034,59115.0,0.138651
complete,Red,CTBC Flying Oyster,1552,1,18,6,36,18,6,1.0,0.6959,0.9278,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,46159.0,1784.4974,2412.3325,52655,35447.0,1370.3737,47508.0,0.192264
complete,Red,CTBC Flying Oyster,1807,1,14,10,23,14,10,0.0,0.4649,0.7969,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,11.0,4.0,46135.0,1531.876,2197.5872,58903,39094.0,1298.0852,55155.0,0.0792611
complete,Red,CTBC Flying Oyster,1953,0,5,16,8,5,16,0.0,0.1536,0.6452,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,9.0,41959.0,1289.063,2345.8372,50712,29413.0,903.6252,48955.0,-0.165844
complete,Blue,CTBC Flying Oyster,1656,1,12,1,30,12,1,1.0,0.4348,0.471,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,7.0,0.0,44675.0,1618.6594,1733.6232,50723,32454.0,1175.8696,43100.0,0.144279
complete,Red,CTBC Flying Oyster,2039,1,21,9,50,21,9,1.0,0.6179,0.8828,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,8.0,3.0,93406.0,2748.5826,3047.6116,62161,39985.0,1176.6062,57825.0,0.130815
complete,Red,CTBC Flying Oyster,1551,1,12,5,28,12,5,1.0,0.4642,0.6576,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,9.0,2.0,46950.0,1816.2476,2112.882,49209,32011.0,1238.3366,44575.0,0.132775
complete,Red,CTBC Flying Oyster,2190,1,14,11,27,14,11,0.0,0.3836,0.6849,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,11.0,3.0,86883.0,2380.3562,2847.9178,69540,45824.0,1255.4521,60760.0,0.0472043
complete,Red,CTBC Flying Oyster,2642,0,6,15,17,6,15,0.0,0.1363,0.4769,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,71725.0,1628.8796,2610.9311,70684,42358.0,961.9531,70575.0,0.0311544
complete,Blue,CTBC Flying Oyster,2130,0,9,12,17,9,12,1.0,0.2535,0.5915,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,9.0,50619.0,1425.8873,2276.3944,57876,34772.0,979.493,55325.0,-0.0318042
complete,Red,CTBC Flying Oyster,1498,1,13,1,31,13,1,1.0,0.5207,0.5607,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,8.0,1.0,43581.0,1745.5674,1990.494,47831,31173.0,1248.5848,41985.0,0.122867
complete,Blue,CTBC Flying Oyster,1842,0,4,10,11,4,10,1.0,0.1303,0.456,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,6.0,31149.0,1014.6254,2003.4202,50927,30761.0,1001.987,47758.0,-0.0607463
complete,Blue,CTBC Flying Oyster,2017,0,6,13,13,6,13,0.0,0.1785,0.5652,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,8.0,76194.0,2266.5543,2669.1522,55015,33064.0,983.5597,53625.0,-0.0425796
complete,Blue,CTBC Flying Oyster,1846,1,12,8,31,12,8,1.0,0.39,0.6501,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,11.0,1.0,59824.0,1944.442,3293.1419,64473,44266.0,1438.7649,59063.0,0.199985
complete,Blue,CTBC Flying Oyster,1785,1,7,3,13,7,3,0.0,0.2353,0.3361,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,10.0,1.0,57953.0,1948.0,2402.5882,57690,38105.0,1280.8403,53675.0,0.177927
complete,Blue,CTBC Flying Oyster,1768,1,16,9,35,16,9,1.0,0.543,0.8484,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,10.0,0.0,67613.0,2294.5588,2631.2104,60149,40737.0,1382.4774,54955.0,0.190249
complete,Red,CTBC Flying Oyster,2246,0,3,13,6,3,13,0.0,0.0801,0.4274,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,9.0,43773.0,1169.3589,3690.8816,59074,34787.0,929.3054,57875.0,-0.0737708
complete,Blue,CTBC Flying Oyster,1533,1,14,2,24,14,2,1.0,0.5479,0.6262,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,1.0,60553.0,2369.9804,2691.546,53319,36304.0,1420.9002,47683.0,0.286735
complete,Red,CTBC Flying Oyster,2040,0,0,13,0,0,13,0.0,0.0,0.3824,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,7.0,67699.0,1991.1471,2407.1765,52656,30470.0,896.1765,51158.0,-0.0645064
complete,Blue,CTBC Flying Oyster,1766,1,19,11,41,19,11,1.0,0.6455,1.0193,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,10.0,2.0,63703.0,2164.3148,3291.0306,61785,42394.0,1440.3398,57863.0,0.204032
complete,Red,CTBC Flying Oyster,1622,1,22,9,57,22,9,1.0,0.8138,1.1467,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,7.0,1.0,74887.0,2770.1726,2574.1924,55115,37193.0,1375.82,47263.0,0.207752
complete,Red,CTBC Flying Oyster,1762,1,13,6,31,13,6,1.0,0.4427,0.647,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,3.0,68600.0,2335.9818,2370.0341,56389,37039.0,1261.2599,51625.0,0.165138
complete,Blue,CTBC Flying Oyster,1620,1,16,3,44,16,3,0.0,0.5926,0.7037,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,11.0,1.0,61978.0,2295.4815,2736.4444,53805,35903.0,1329.7407,46625.0,0.147999
complete,Blue,CTBC Flying Oyster,1882,1,12,5,36,12,5,1.0,0.3826,0.542,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,9.0,5.0,72304.0,2305.1222,2251.1158,62452,41878.0,1335.1116,54358.0,0.0948013
complete,Red,CTBC Flying Oyster,1710,1,8,4,12,8,4,0.0,0.2807,0.4211,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,2.0,58922.0,2067.4386,2687.1579,52844,34024.0,1193.8246,45773.0,0.0992456
complete,Blue,CTBC Flying Oyster,1541,1,15,8,32,15,8,1.0,0.584,0.8955,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,10.0,1.0,57055.0,2221.4796,3211.4212,54879,37783.0,1471.1097,48425.0,0.21288
complete,Blue,CTBC Flying Oyster,2891,0,11,17,23,11,17,0.0,0.2283,0.5811,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,7.0,10.0,85600.0,1776.5479,3037.8762,87023,56157.0,1165.486,82528.0,0.0470031
complete,Blue,CTBC Flying Oyster,1722,1,14,6,27,14,6,0.0,0.4878,0.6969,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,8.0,2.0,47997.0,1672.3693,2077.2822,54751,35809.0,1247.7003,48158.0,0.0787327
complete,Red,CTBC Flying Oyster,1889,0,8,13,20,8,13,1.0,0.2541,0.667,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,7.0,51324.0,1630.1959,1939.3753,54179,33533.0,1065.1032,52805.0,0.00722227
complete,Red,CTBC Flying Oyster,1937,0,7,16,17,7,16,0.0,0.2168,0.7124,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,8.0,50372.0,1560.3098,2411.6779,53210,32075.0,993.5467,52658.0,-0.0371268
complete,Blue,CTBC Flying Oyster,1771,1,11,10,32,11,10,0.0,0.3727,0.7115,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,9.0,2.0,68034.0,2304.9351,2578.2044,54690,35248.0,1194.1728,46100.0,0.0175055
complete,Blue,CTBC Flying Oyster,1993,1,22,14,55,22,14,0.0,0.6623,1.0838,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,8.0,3.0,98994.0,2980.2509,2656.8891,63749,42042.0,1265.6899,57205.0,0.0656285
complete,Red,CTBC Flying Oyster,1901,0,11,22,34,11,22,0.0,0.3472,1.0416,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,11.0,69469.0,2192.6039,3071.8674,54537,33769.0,1065.8285,53000.0,-0.0960934
complete,Blue,CTBC Flying Oyster,2126,1,12,6,32,12,6,1.0,0.3387,0.508,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,11.0,3.0,57358.0,1618.7582,2543.5089,64889,41826.0,1180.4139,58375.0,0.046899
complete,Red,CTBC Flying Oyster,1690,1,30,6,65,30,6,1.0,1.0651,1.2781,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,1.0,83732.0,2972.7337,3023.9645,60720,42104.0,1494.8166,54185.0,0.17305
complete,Red,CTBC Flying Oyster,1921,1,18,9,43,18,9,1.0,0.5622,0.8433,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,11.0,0.0,104702.0,3270.2343,2981.5721,66767,45795.0,1430.3488,61210.0,0.239151
complete,Red,CTBC Flying Oyster,2605,0,12,20,38,12,20,0.0,0.2764,0.714,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,4.0,11.0,94968.0,2187.3628,3478.0192,73138,45189.0,1040.8215,71675.0,-0.0430435
